[00:01:27] [main/INFO]: Launching wrapped minecraft {net.minecraft.server.MinecraftServer}
[00:01:31] [Server thread/INFO]: MinecraftForge v10.13.4.1448 Initialized
[00:01:31] [Server thread/INFO]: Replaced 183 ore recipies
[00:01:31] [Server thread/INFO]: Found 0 mods from the command line. Injecting into mod discoverer
[00:01:31] [Server thread/INFO]: Searching /home/root/multicraft/servers/server435620/mods for mods
[00:01:31] [Server thread/INFO]: Also searching /home/root/multicraft/servers/server435620/mods/1.7.10 for mods
[00:01:33] [Server thread/INFO]: Forge Mod Loader has identified 38 mods to load
[00:01:35] [Server thread/INFO]: Preparing to take over the world
[00:01:37] [Server thread/INFO]: Designs found: Bed(6), Chisel(9), FlowerPot(18), Tile(13)
[00:01:37] [Server thread/INFO]: Mantle (1.7.10-0.3.2.jenkins184) -- Preparing for launch.
[00:01:38] [Server thread/INFO]: Gear module active. Adding gear cast.
[00:01:38] [Server thread/INFO]: Twilight Forest Detected
[00:01:38] [Server thread/INFO]: Thaumcraft Detected
[00:01:42] [Server thread/INFO]: Applying holder lookups
[00:01:42] [Server thread/INFO]: Holder lookups applied
[00:01:42] [Server thread/INFO]: Injecting itemstacks
[00:01:42] [Server thread/INFO]: Loading properties
[00:01:42] [Server thread/INFO]: Default game type: SURVIVAL
[00:01:42] [Server thread/INFO]: Server Ping Player Sample Count: 12
[00:01:42] [Server thread/INFO]: Using 4 threads for Netty based IO
[00:01:43] [Server thread/INFO]: Thaumcraft detected. Registering harvestables.
[00:01:43] [Server thread/INFO]: InfernalMobsCore load() completed! Modifiers ready: 27
[00:01:43] [Server thread/INFO]: Injecting itemstacks
[00:01:43] [Server thread/INFO]: ## Chest items register ##
[00:01:43] [Server thread/INFO]: Loading Manual XML from: /assets/mantle/manuals/test.xml
[00:01:43] [Server thread/INFO]: Thaumcraft detected. Adding thaumium tools.
[00:01:44] [Server thread/INFO]: item.apple0: 15: 1: 3
[00:01:44] [Server thread/INFO]: item.appleGold0: 1: 1: 1
[00:01:44] [Server thread/INFO]: item.arrow0: 30: 2: 7
[00:01:44] [Server thread/INFO]: item.book0: 20: 1: 3
[00:01:44] [Server thread/INFO]: item.bread0: 14: 1: 1
[00:01:44] [Server thread/INFO]: item.bucket0: 10: 1: 1
[00:01:44] [Server thread/INFO]: item.coal0: 10: 3: 8
[00:01:44] [Server thread/INFO]: item.compass0: 1: 1: 1
[00:01:44] [Server thread/INFO]: item.dyePowder.blue4: 5: 4: 9
[00:01:44] [Server thread/INFO]: item.emerald0: 2: 1: 3
[00:01:44] [Server thread/INFO]: item.emptyMap0: 1: 1: 1
[00:01:44] [Server thread/INFO]: item.enchantedBook0: 1: 1: 1
[00:01:44] [Server thread/INFO]: item.enderPearl0: 10: 1: 1
[00:01:44] [Server thread/INFO]: item.horsearmorgold0: 1: 1: 1
[00:01:44] [Server thread/INFO]: item.horsearmormetal0: 1: 1: 1
[00:01:44] [Server thread/INFO]: item.ingotGold0: 5: 1: 3
[00:01:44] [Server thread/INFO]: item.nameTag0: 10: 1: 1
[00:01:44] [Server thread/INFO]: item.paper0: 20: 2: 7
[00:01:44] [Server thread/INFO]: item.record0: 10: 1: 1
[00:01:44] [Server thread/INFO]: item.rottenFlesh0: 16: 3: 7
[00:01:44] [Server thread/INFO]: item.saddle0: 2: 1: 1
[00:01:44] [Server thread/INFO]: item.seeds_pumpkin0: 10: 2: 4
[00:01:44] [Server thread/INFO]: item.string0: 10: 1: 4
[00:01:44] [Server thread/INFO]: item.sulphur0: 10: 1: 4
[00:01:44] [Server thread/INFO]: tile.obsidian0: 5: 3: 7
[00:01:44] [Server thread/INFO]: tile.rail0: 1: 4: 8
[00:01:44] [Server thread/INFO]: tile.sapling.oak0: 5: 3: 7
[00:01:44] [Server thread/INFO]: Total Weight: 375
[00:01:44] [Server thread/INFO]: TwilightForestMod mod found.
[00:01:44] [Server thread/INFO]: Success in registering ThaumicTinkerer
[00:01:44] [Server thread/INFO]: Forge Mod Loader has successfully loaded 38 mods
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:appleLeaves, id 468
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:willow, id 457
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:etherealStairs, id 511
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:flowerVine, id 460
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:plants, id 452
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:colorizedSaplings, id 489
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:magicStairs, id 512
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:coral2, id 465
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:coral1, id 464
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:hardIce, id 467
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:treeMoss, id 459
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:palmStairs, id 514
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:redwoodStairs, id 515
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:flesh, id 451
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:cherryStairs, id 508
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:bamboo, id 471
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:woodenDoubleSlab2, id 504
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:woodenDoubleSlab1, id 502
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:mud, id 447
[00:01:45] [Server thread/ERROR]: Unidentified block: BiomesOPlenty:willowStairs, id 516
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:scytheAmethyst, id 4221
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:biomeEssence, id 4204
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:leaves1, id 483
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:leaves3, id 485
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:leaves2, id 484
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:leaves4, id 486
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:firStairs, id 510
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:ash, id 450
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:saplings, id 488
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:food, id 4189
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:ancientStaff, id 4198
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:flesh, id 451
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:driedDirt, id 448
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:grave, id 499
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:flowers2, id 454
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:colorizedSaplings, id 489
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:treeMoss, id 459
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:dart, id 4197
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hardSand, id 490
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:rocks, id 449
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:wisteria, id 461
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:crystal, id 493
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:enderporter, id 4199
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:scytheWood, id 4215
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:newBopDirt, id 478
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:colorizedLeaves1, id 522
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:colorizedLeaves2, id 523
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:misc, id 4191
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:swordMud, id 4205
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:moss, id 470
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:originGrass, id 473
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:appleLeaves, id 468
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:pickaxeAmethyst, id 4212
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hoeMud, id 4209
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:swordAmethyst, id 4210
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:palmStairs, id 514
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:leggingsAmethyst, id 4228
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:turnipSeeds, id 4190
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:bootsAmethyst, id 4229
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hardIce, id 467
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:wadingBoots, id 4232
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:pickaxeMud, id 4207
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hive, id 496
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:record_wanderer, id 4201
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:foliage, id 462
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:jarEmpty, id 4194
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:etherealStairs, id 511
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:shovelMud, id 4206
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:coral1, id 464
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:coral2, id 465
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:flowerBand, id 4230
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:woodenSingleSlab2, id 503
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:woodenSingleSlab1, id 501
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:overgrownNetherrack, id 475
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:biomeBlock, id 492
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:flowers, id 453
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:ivy, id 458
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:redwoodStairs, id 515
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:gems, id 4192
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hoeAmethyst, id 4214
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:woodenDoubleSlab2, id 504
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:woodenDoubleSlab1, id 502
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:plants, id 452
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:dartBlower, id 4196
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:leggingsMud, id 4224
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:scytheGold, id 4218
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:pineStairs, id 517
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mudBricksStairs, id 521
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:biomeFinder, id 4203
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mud, id 447
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:jacarandaStairs, id 519
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:planks, id 500
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:bootsMud, id 4225
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:bopGrass, id 476
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:petals, id 487
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:bopBucket, id 4200
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:sacredoakStairs, id 507
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:flowerVine, id 460
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:gemOre, id 494
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hardDirt, id 491
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:axeAmethyst, id 4213
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:cragRock, id 495
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:axeMud, id 4208
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:magicStairs, id 512
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:turnip, id 463
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:cherryStairs, id 508
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mushrooms, id 456
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:helmetMud, id 4222
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:darkStairs, id 509
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:shovelAmethyst, id 4211
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hellBarkStairs, id 518
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:scytheMud, id 4220
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:logs1, id 479
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:logs2, id 480
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:logs3, id 481
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:logs4, id 482
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:bamboo, id 471
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:willowStairs, id 516
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:hell_blood, id 525
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:jarFilled, id 4195
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mahoganyStairs, id 520
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:flippers, id 4231
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mudBricks, id 472
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:newBopGrass, id 477
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mudball, id 4193
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:willow, id 457
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:helmetAmethyst, id 4226
[00:01:45] [Server thread/ERROR]: Unidentified item: BiomesOPlenty:mangroveStairs, id 513
